name,num_game,avg_rating
Cowboy Color,2,8.7
Cozy Game Pals,1,8.57
CrabWay,1,6.83
Crabby Team,1,6.67
Crabellum Games,1,10
Crackshell,1,9
Crackshell;Surefire.Games,1,7.97
Craft Game Studio,1,8.57
CrafterYun,1,0
Craftven,1,10
Crafty Game Lab,1,6.67
Craig Daversa,1,8.93
Craig Gibbs,1,6
Craneballs,1,6.88
Crania Games,1,7.19
Cranio Creations Digital,1,6.67
Crank Goblin,1,9.19
Crankage Games,5,9.63
Crankshaft Games,1,5.24
Cranktrain,1,9.33
Craplabs,1,5.71
Craptop Studios,1,7.5
Crash Wave Games Inc.,1,8.18
Crasleen Games,1,7.38
Crate Entertainment,1,9.11
Crayder Studios,1,7.5
Craze Creative Studios,1,6.25
Crazy Frie,1,10
Crazy Goat Games,1,8.16
Crazy Monkey Studios,1,9.3
Crazy Rocks,1,8.56
Crazy Rocks Studios,1,5.69
CrazyAi,1,8.33
Crazyant,1,8.31
Crazysoft Limited,3,7.4
Crazysoft ltd,1,6.67
CreaTeam,1,9.44
Creability,2,7.94
Creaky Corpse Ltd,2,7.21
Creaky Lantern Games,1,6.67
Crealode Games,1,7.69
Creartstudio,1,4
Creashock Studios,1,5
Create Our Freedom,1,8.82
Create Something Interesting,1,10
Creative Black Chair,3,7.91
Creative Bytes Studios,1,8.7
Creative Cog LLC,1,10
Creative Concepts,1,6.87
Creative Consultants Agency,1,10
Creative Freaks Inc.,2,7.97
Creative Mobile,1,8.18
Creative Pudding Hungary Llc.,1,7.61
Creative Storm Entertainment,3,7.2
CreativeOvenStudio,1,5
Creator Studio,1,10
Creatorship Games,1,7.5
"Creature of the Rise co.,ltd.",1,7.22
Credici,1,6.82
Creepy Jar,1,8.43
Crema,1,9.1
Crematorium of Time,2,5.79
Crepe Studios,1,10
CreptsyStudio,1,10
Crescent Moon Games,8,7.36
"Crescent Moon Games, LLC",1,6.94
Crew Lab,12,9.08
Crian Soft,2,6.7
Crimson Lodge,2,8.46
Crimson Owl Studios,1,8.81
Criptomedia Studios,1,6.67
Crisp App Studio,6,7.9
Cristian Manolachi;Atomic Fabrik,4,5.11
Critical Games,2,8.4
Crocodile Entertainment,1,6.42
Cronos Interactive,1,8
Cross Link,1,8.18
Crosse Studios,1,6.67
Croteam Incubator,2,9.47
Crothers Games,1,8.1
Crovax Studios,1,4.71
"Crow's Key Studios, LLC",1,8.63
Crowbar Collective,1,9.34
Crowbox,1,5
Crownbird,1,8.8
Crowned Daemon Studios,1,10
Crows Crows Crows,2,8.6
Cruderocks,1,5.1
Crunching Koalas,1,5.86
Crunchy Games,1,7.67
Crunchy Leaf Games,2,8.56
Crusty Squirrel,1,2.5
CrySmith,1,4.29
Cryobolt Interactive,1,0
CryptidTech,1,5
Crystal Dragon,1,5.86
Crystal Game Works,2,9.64
Crystal Shard,5,7.07
Crystalline Green Ltd.,1,10
Crystallized Games,1,6.67
Crystalmesh Studios,1,8.33
Crystice Softworks,1,8.42
Crytek,2,7.02
Crytivo,2,8.15
Cube Factory,1,10
CubeInSquare,1,9.29
Cubic Bit,2,10
Cubic Pie,2,5.41
Cubic Timeline Productions Inc.,1,8.12
Cubicle Ninjas,1,8.15
Cuddle Tree,1,3.33
Cuddles and Snowflake,1,6.67
Cuddly Zombie Games,1,10
Cuijin Technology,1,6.67
Cuirass Entertainment Ltd.,1,8.48
Cult Software,5,6.06
Cultura guru,1,3.08
Culture Attack Studio,1,8.05
Culture Select,3,8.63
Culture Select;MangaGamer,1,8.02
Culture Shock Games LLC,1,3.33
Culturplay,1,8
Cunning Force Games,1,8.26
Curio Productions,1,8.75
CuriosityStream,2,7.58
Curious Dimensions Ltd,1,6.36
Curious Panda Games,1,4.69
Curious Planet,1,9.65
Curious Studio,2,5.44
Curious Visions,1,8.82
Curse Box Studios,1,4.58
Curtel Games,1,8.6
Curtis Campion,1,10
Curvature Systems,1,2.61
Curve Digital,17,7.92
Curve Digital ,2,7.98
Curveball Games,1,7.78
Cuveet Story,2,8.28
CyO Entertainment,1,5
Cyad Games,1,10
Cyan Inc.,1,8.01
Cyan Worlds,2,6.98
Cyan Worlds;Ubisoft,2,7.67
Cyanide Studio,1,1.17
Cyanide Tea,1,8.57
CybeRoar,1,2.86
Cyber Chroma,1,10
CyberCoconut,2,7.32
CyberLight Game Studio,1,6.82
"CyberStep, Inc.",2,5.3
Cyberdei Games,1,10
Cybergrotex,1,5.62
Cyberith GmbH,1,8.31
Cyberlamb Studios,1,9.23
Cybernetik Design,1,8.97
CyberphobX,1,4.88
Cybertime System,2,4.68
Cyberworks,1,8
Cybreath,2,7.08
Cyclone Studios,1,10
CydoniaGate,1,4.52
Cykyria,2,6.14
Cylight Studios,1,6.47
Cylinder Studios,1,6.32
Cylne,1,4.92
"Cypress Inheritance, LLC",2,2.38
Cypronia,1,7.61
D & M Arcade,1,10
D&K Games Studio,1,0
D'Avekki Studios Ltd,1,8.38
D-Games,1,4.13
D-Pad Studio,1,8.64
D.W.S.,3,4.67
D1ONE,6,4.16
D3 Go!,1,6.9
D3 PUBLISHER,5,8.1
"D3Publisher of America, Inc.",3,7.43
D4 Laboratory,1,8.67
DACS Laboratories,1,8.89
DANGEN Entertainment,1,8.46
DANKIE,2,6.52
DAR Studio,1,6.36
DAX Entertainment,1,8.57
"DB Attic Studios, LLC",1,10
DBloke SPRL,1,0
DCELL GAME STUDIO,1,2.67
DCELL GAMES STUDIO,1,5
DCF STUDIOS,1,5
DCF Studios,1,5
DCGsoft,1,5.33
DDD Wares,4,7.56
DDreams Games,1,9.62
DEADBIT,1,7.83
DEEP Games,1,5.56
DEKDEV,1,7.85
DEVALLEY STUDIO;Plug In Digital,1,10
DEVGRU-P,4,9.17
DEXINT GAMES,1,7.06
DEtH_MoroZ,1,7.5
DFI Records,1,10
DFour Games,1,4.36
DGform,1,10
DHC-APPS,1,7.22
DHH Game,1,6.46
DHTstudios LLC,1,6.76
DIAMOND FOX,1,5.1
DID Games,1,9.2
DIEVOLUTION SOFTWARE,1,10
DIGIDICED,6,6.83
DIGITAL HIPPO CARTEL,1,2.5
DIMI Game Studio,1,10
DIVR Labs,1,7.87
DK Productions,1,6.33
DK VIP Lounge,1,6
DKWorld Entertainment,1,0
DL Softworks,12,8.28
DLHB Studios,1,0
DLODLO,1,0
DLsite,15,8.32
DMD 'Ware,1,0
DMT,1,8.78
DNB Media,2,6.48
DNT Games,1,8.96
DNV,1,9
DNVA,1,7.34
DNVR Prod,2,7.29
DNZY Games,2,6.6
DOG HOGGLER,2,8.28
DP Corp,1,0
DPAD-FTW,1,10
DQ Team,4,7.29
DRAgame,1,5
DRP,1,5
DRUNKEN APES,15,6.25
DSGame,1,9.22
DTP Entertainment,2,6.76
DUEL,1,7.5
DUNEWORLD GAMES INC.,1,10
DV9DESIGN,1,10
DVERSE Inc.,1,10
DVL GAMES,1,0
DVloper,1,8.88
DWSK Ltd,1,7.2
DXF Games,4,8.85
DYA Games,4,9.02
DYNAMICNEXT,2,5.69
DYSTANT Games,1,3.33
Da Picky Monkey,1,9.23
DaFluffyPotato,1,8.75
DaFu Studio,1,6.78
DaGGaSoft,1,6.88
Dad's Indie Studio,1,10
Daedalic Entertainment,39,7.97
Daedalic Entertainment;Daylight Studios,1,7.38
Daemon Cat,1,0
Dagestan Technology,80,5.87
"Dagestan Technology	",1,8.89
Dagestan Technology ,1,5.35
Dahlenburg,2,4.56
Daimen Gaming,3,5.95
Daisessen,1,7.5
Daisu Games,2,8.33
Daisy Maze Games,1,7.95
Dalesi,1,8
Dali Games,1,8.47
Dalivi Rikardo,1,8.24
Daltair,1,7.5
Damian Schloter,1,9.16
Damien Sueur,1,8.57
Damp Gnat,1,10
Damsel Stone,1,10
Dan  Walters,1,8.37
Dan FitzGerald;Trichotomy,1,8.89
Dan Fornace,2,9.16
Dan H,1,3.33
Dan Kenny,1,5.83
Dan Ruscoe,2,9.13
Dan Walters,1,8.4
DanD,1,5.6
Dancing Developers,1,8.06
Dancing Devils,1,7.03
Dandover,1,6.96
Dandy Dino Studio,1,6.67
Dandylion,1,8.92
Dangerous Derk Interactive,1,5.76
Daniel Benmergui,1,9.61
Daniel Dante,1,8
Daniel Davies,1,5.58
Daniel Erhardt,1,8.57
Daniel J Roberts,1,9.35
Daniel Jeanneau,2,8.39
Daniel Jonas,1,10
Daniel Kim,1,7.37
Daniel McCreary,1,10
Daniel McFarline,1,9.57
Daniel Meredith,1,8.57
Daniel Michaneck,1,10
Daniel Mullins Games,2,9.59
Daniel Riley,1,9.29
Daniel Wiitanen,1,7.86
Daniel Wright,1,8.07
DanielDavisGames,2,9.15
Daniil Titner,1,6.36
Danil Kapylov,1,6.92
Danilo Valeite,1,10
Dankov Games,1,3.33
Danl2o2o,1,9.09
Danny E.K. van der Kolk,1,10
Danstarr13,1,4.56
Danvik FHS,1,7.14
Dapper Swine,1,3.08
Dare Looks,1,10
Darewise Entertainment,1,4.26
Dark Amber Softworks,1,3.68
Dark Artz Entertainment,1,5.86
Dark Castle Software,1,7.04
Dark Duo Games,1,8.75
Dark Energy Digital Ltd.,1,6.06
Dark Gaia Studios,3,9.3
Dark Illusions Entertainment LLC,1,7.05
Dark Light Studio,6,7.16
Dark Nebulae,1,6.36
Dark Polygon Ltda.,1,5.37
Dark Roast Entertainment,1,8.24
Dark Room Games,2,7.2
Dark Room Studio,1,7.27
Dark Sky Empire,1,6.8
Dark Sun Pictures,1,5
Dark-1,1,9.64
DarkArts Studios,1,6.94
DarkDes Labs,2,7.36
DarkEvilGames,1,6.82
DarkPolygon Games,1,4
DarkShot Studios,1,9.29
DarkStar Games,1,4.16
DarkStone Digital,1,8.67
DarkSun Studio;Gamera Game,1,10
DarkTigerDevelop,1,8.44
Darkcross Games,1,2.67
Darkelite Studio Inc,2,7.46
"Darklord Ltd., China",1,4.07
Darkmire Entertainment,1,8.12
Darkwind Media,1,9.05
Darril Arts,1,7.8
Dashing Strike,1,9.84
"Data Realms, LLC",1,6.82
"Data Realms, LLC	",1,6.87
"Dataweb, Inc.",1,6.67
Date Nighto,2,9.29
Dave Beck,1,8.67
Dave Brake Creations,1,0
Dave Catling,1,5.95
Dave Gumble,1,7.69
David AE,1,5.62
David Amador,1,7.74
David CAYE,1,0
David Cross,1,8.53
David Cseh,1,7.5
David Dimond,1,6.67
David Donarumo,1,10
David H Schroeder,1,6.67
David J Ozsvath,1,10
David Lawrence,1,7.93
David Lewis,1,7.24
David Mccue,1,6.79
David Mohr Gould,1,8.54
David Mulder,15,7.01
David Newton,1,9.38
David Nguyen,1,9.5
David OReilly;Double Fine Presents,1,8.38
David Pierucci,1,2.92
David Ruland,1,10
David Ruttan,1,10
David Schneider,2,8.24
David Seifers,1,10
David Stark,1,9.49
David Su,1,9.78
David Szymanski,4,7.89
David Vecchione,1,10
David Williamson,1,5.04
David Zeiser,1,8.97
David and Goliath International Corporation,1,8.33
Davide Andrian,1,10
DavideJ,1,10
Davioware and Quazi,1,9.08
Dawid Bujak,1,6.67
Dawntrail Entertainment,1,8.48
Day Dreamer Games,1,7.68
Daybreak Game Company,2,6.86
Daydream Productions,1,10
Daygames,1,9.2
"Dayplay Co.,Ltd",1,7.5
Days of Wonder;Asmodee Digital,3,7.67
Dazzle Inc.,1,7.27
Dcode,1,3.33
Dd Games,1,5
DeSync Studios,1,8.14
DeXP,1,5.47
DeXP;MyLifeGame.RU,1,5.82
Dead Crow,2,2.5
Dead Drop Studios LLC,4,6.86
Dead Fish Eye,1,8.33
Dead Genre Studios,1,8.7
Dead Inside Studio,1,9.02
Dead Mage,1,8.74
Dead Shark Triplepunch,1,6.59
Deadghost Interactive,1,4.51
Deadly Red Cube,1,8.85
Deadly Serious Media,1,10
DeanForge,2,6.84
Dear Villagers,18,8.09
Death Hill Games,1,10
Deathbed Ltd,1,10
Deathink,1,8.2
DebonosuWorks Inc.,1,9.29
Deca Games,1,8.32
Decabry,1,7.83
DecadeDecaf,1,8.52
Decane,1,6.39
Deceptive Games,5,4.32
Deceptive Games Ltd.,6,7.14
Decerion,1,3.33
Deck13,7,8.07
Deck13 ,1,8.73
Deck13;WhisperGames,1,7.98
Deck13;WhisperGames;DANGEN Entertainment;Mayflower Entertainment,1,9.49
Deco Digital,1,6.98
Decochon,1,10
Decoder,1,6.19
Dedbat Studios,1,10
Dedication Games,2,8.25
Dedication Labs,1,9.11
Deekmare Games,1,10
Deep Dive Interactive,2,9.4
Deep Silver,28,6.96
Deep Taiga,1,7.91
Deep Voodoo Gaming,1,6.67
DeepWorks Studios,1,7.36
Deepak M.;Grant B.,1,6.52
Deeplink Studios,1,10
Default Interactive,1,10
Default Software LLC,1,7.78
"Defend the Cake, LLC",1,10
Defiant Development,2,8.88
Defroids,1,3.63
Defroids team,1,1.36
Defrost Games,1,8.2
DegaSolutions,1,7.69
Degica,55,7.99
Degica;Chara-Ani,1,8.52
Degica;TAITO CORP.,2,8.47
Degica;Vaka Game Magazine,2,9.16
Deimos Games,1,8.47
Deion Mobile,1,8.98
Dejima,1,9.12
"Dejobaan Games, LLC",6,7.7
Deklazon,2,9.36
Delattre & Harger,1,9.23
Deli Interactive LLC,1,8.52
Delirio,1,10
Delmunsoft,2,8.12
Delta Reality;Misfit Village,1,5.91
Delum Studios,1,8.28
"Delusion Arts Entertainment, LLC",1,6
Delve Interactive,1,9.08
Demesnegame,1,5.24
Demian Till,1,0
Demigiant,1,10
Demigon,1,3.33
Demik Technology,1,3.15
Demir Leylek,1,5
Demon Wagon Studios,1,7.28
DemonStudios,1,9.17
DemonVideogames,2,5.5
Demruth,1,9.52
Demsum Games,1,0
Denis Galewski,1,6.25
Denis Isakov,2,7.33
Denis Lapiner,1,6
Denis Mikheikin,1,10
Deniz Kayacan,1,7.5
Denizen Seven,1,6.43
Denki Gaka,2,8.75
Denormalizer,1,8.82
Denys Li,1,8.82
Deonn Software ltd.,1,7.73
Depth First Games,1,10
Deqaf Studio,2,8.83
Derpy Dinos,1,8.09
Descendent Studios;Fever Pitch Studios,1,10
Desenvolvedores,1,8.57
Desert Owl Games LLC,2,7.98
Desertkun,1,7.98
Deserving Life,1,8.65
Design Imps,1,9.36
Designated Play Space,1,7.9
"Designing Digitally, Inc.",1,7.14
Desktop Daydreams Studios,1,6.92
Desktop Gaming,1,7.5
DesktopPaints LLC,1,6.84
Desperado Games,1,6
Destinations VR,1,2.5
Destined,1,5
Destined Team,1,6.19
Destiny.Games,1,4.72
Destructive Creations,1,7.78
Detter Game Design LLC,1,5.83
Deuteranopia,1,6.67
Dev Arc,1,4.88
DevNAri,1,8.46
DevOrDie Studios,1,6.88
Devdan Games,4,5.17
Develobster,1,8.22
Developer of Easy Shooter,1,5.91
Devika,1,6.67
Devil Dog Games,1,10
Devil's Dozen Games,1,8.54
DevilishGames,3,7.83
Devils Advocate Gaming,1,10
Devin Eastmond,1,10
Devious Minds,1,3.93
Devious Technologies,1,9.58
Devm Games,1,8.46
Devoga,1,9.18
Devolver Digital,41,8.34
Devolver Digital;Croteam,5,8.71
Devolver Digital;Croteam Publishing,2,8.85
Devonian Interactive,1,7.07
Dewdrop Games,1,6.25
Dexion Games,45,2.92
Dexmes,1,6
Dextrit,2,10
Dharker Studio,17,7.29
Dhause,1,0
DiP Online,1,5.46
DiPi Games,1,8.75
Diablohead,1,9
Diabolical Mind,3,7.36
Diagrammet AB,1,3.81
Dialogue Design,1,9.2
Dialsoft;ASP,1,5
Diamond Cats Studio,1,8.5
"Diantong Intelligence Tech. Shanghai Co.,Ltd.",1,6.88
Diatomic Games,1,8.4
Diax Game,1,5.76
Dicesuki,1,9.69
Die Gute Fabrik,2,7.72
Diego F Beltran,1,8.05
Diego Fernandes Malinowsky,1,7.78
Diego Rodrigues,1,6.67
Diehardtales Games,1,10
Dieselmine,4,6.88
DiezelPower,2,8.5
Different Game Studio,1,7.22
Digerati,1,9
Digerati Distribution,14,7.41
Digerati Distribution;Kot in Action Creative Artel,1,8.65
DiggerWorld Ltd.,1,4.53
"Diggidy.net, LLC",4,3.18
DigiFeather,1,8.89
DigiMight,4,7.14
DigiPen Press,1,9.13
Digigo,1,10
Digilie Studio s.n.c.,1,5
Digital Awakening,1,9.33
Digital Bento,1,7.04
Digital Confectioners,2,7.84
Digital Continue,1,7.5
"Digital Cookie Co., Ltd.",1,3.12
Digital Crafter,1,6.18
Digital Cybercherries,1,8.78
Digital Dawn Studios,1,5.64
Digital Dog Games,1,3.33
Digital Dragon,2,4.08
Digital Dreams,1,7.14
Digital Dreams Entertainment LLC,1,9.47
Digital Eel,5,7.16
Digital Entertainment,1,3.26
Digital Extremes,1,9.18
Digital Fusion Inc.,5,4.68
Digital Happiness,3,7.85
Digital Leisure Inc.,4,8.01
Digital Media Workshop,1,8.52
Digital Realms Ltd,1,0
Digital Smash,1,6.67
Digital Software,1,5
Digital Tentacle,1,8.99
Digital Tribe,17,7.65
Digital Tribe;iNDEE SOLO,1,6.48
Digital Upthrust,1,6
DigitalArtefact,2,3.33
DigitalBadger Design,2,8.19
DigitalDNA Games LLC,3,6.06
DigitalEZ,5,9.01
DigitalWolfByte,1,0
DigitalWorldEntertainment,1,2.17
Digitallion,1,3.16
Digitalmindsoft,1,7.3
Digitalworks,1,7.38
Digitalzone,1,10
Digitized Organism,1,6.9
Dihen,1,9.49
Dikobraz Games,9,6.67
DillyFrame,5,7.48
Dilmer Games,3,8.61
Dima Kiva,4,6.61
Dima Kozyr,1,10
Dimensional Studio,1,8.57
Dimfrost,1,8.46
Diminished Studios,1,5.89
DimleTeam,3,6.52
Dimmdrive Inc.,1,6.68
Dinan Studios,1,7.27
Dincicode,1,4.44
"Dingaling Productions, LLC",1,9.56
Dingo Dango,1,8.92
Dingo Games,4,8.59
Dinofarm Games,1,8.03
Dinosaur Polo Club,1,9.63
Dio Alias Games,3,6.71
Dire Boar Games,1,6.67
Dire Wolf Digital,1,7.77
Dischan Media,3,8.53
Discovermypath,1,10
Disgruntled Games LLC,1,5
Disney Interactive,22,7.57
"Disney Platform Distribution, Inc.",1,8.74
Displace Media,1,3.64
Displacement Studios,9,3.81
Dissident Logic,1,8.85
Distant Alliance,1,6.92
Distant Lantern Studios Ltd,1,8.33
Distorted Games,1,7.31
DistrictTeam,1,2.19
DistrictWare inc.,1,7.03
Disturbing Excitement,1,5.07
DitheryGames,1,10
Divagated,1,10
Divergent Game Studio,3,5.03
Djack D Donovan,1,0
Dmitry,1,3
Dmitry Azarov,1,7.33
Dmitry Medvedev,1,6.66
Dmitry Morozov,1,0
Dmitry Petyakin,1,6.11
Dmitry Poznukhov,1,8.64
Dmitry Zagumennov,1,10
Dmytry Lavrov,2,8
DnS Development,3,4.73
Dnovel,9,9.19
Dobest Studio,1,10
Doborog Games,2,8.94
Doctor Entertainment AB,2,8.26
Dodo4Story Games,1,10
Dog Theory,1,9.11
Dogenzaka Lab,16,7.37
Doghead Simulations,1,9.17
Dogless Head Games,2,8.06
Dogwood Gaming,1,5
Dohi Sweden AB,1,7.63
Dojo Games,1,6.64
DolaSoft,1,7.62
Dolores Entertainment,1,2.27
DolphinBarn,2,8.53
Domas Sabockis,1,5.69
DominGames,1,6.6
Dominique Grieshofer,2,9.54
Domus ludus,2,5
Donbass Games,1,3.74
DonkeyKwon Games,1,4.78
Donley Time Foundation,2,8.17
Donnie D. Washington II,1,5
Dont Play These Games - Games,1,7.5
Donteco,2,7.33
Donut Games,2,7.44
Doomsday Games,1,7
Doomster Entertainment,4,7.77
"Doonamai, LLC",1,10
Door Z Studio,1,8.42
Doppler Interactive,1,6.34
DopplerFrog,1,8.36
Dorado Games,1,4.9
Doragon Entertainment,2,9.19
Dot Dream,1,6.88
DotEmu,7,8.12
Dotoyou Games,2,9.14
Double Action Factory,1,9.22
Double Coconut,1,10
Double Coconut;WhisperGames,1,9.47
Double Dice Games,1,7.48
Double Eleven,2,7.69
Double Fine Presents,4,8.7
Double Fine Presents;David OReilly,1,8.78
Double Fine Productions,10,8.01
Double Mojo,1,8.75
Double Stallion Games,1,7.88
DoubleBear Productions,1,7.28
Doublesix Games,1,7.54
Doubleton Game Studio,1,10
Douglas Oonk,1,10
Dovetail Games,1,3.68
Dovetail Games - Fishing,1,6.05
Dovetail Games - Trains,1,6.16
Downpour Interactive,1,8.91
Downpour Studios,1,10
"Downsideup Games, Inc.",1,5.56
Downward Viral,1,7.9
Dr. Cyril Splutterworth,2,8.33
DrM@$,1,10
"DracoSoftware, LLC",1,10
Draconus Entertainment Ltd,1,8.42
Dracula's Cave,1,6.67
Draftline Games,1,10
Drageus Games,2,10
Drago Software,1,6.92
Dragom,2,5.65
Dragon Fire Games Inc,1,5.13
Dragon Foundry;Hashbang Games,1,7.08
Dragon Slumber,2,8.5
Dragon Tech Soloutions,1,8
Dragon Wing Studio,1,8.07
Dragon's Games,2,7.24
DragonJam Studios,1,6.36
DragonSix,1,7.4
DragonSnow,1,9.23
Dragonside Studios,1,10
Dragonware,1,10
Drakeling Labs,1,8.87
Draknek,3,9.37
Dranya Studio,1,9.15
DrashVR LLC,1,9.37
Dreadbit,1,8.44
Dreadlocks Ltd.;Techland;WhisperGames,1,8.72
Dream Bucket,1,10
Dream Catcher Chronicles,1,5.65
Dream Channel,1,6.25
Dream Reactor,1,7.38
Dream Real,1,10
Dream Totems LLC,1,3.33
Dream Within,1,4.47
DreamBig Games,2,8.64
DreamDale,1,8.67
DreamEscape,1,6.62
DreamPunks,2,6.51
DreamRoad Productions,1,7.27
DreamSail Games,2,7.49
DreamWorldGames,1,6.67
DreamasArtStudio,1,3.33
Dreamatrix,5,4.69
Dreamatrix ,1,5.57
Dreambakers,7,3.49
Dreambox,1,6.25
Dreamcave Studio,1,10
Dreamflake,1,10
Dreamlike Arts Games,1,10
Dreamloop Games,1,9.45
Dreamreason,1,10
DreamsSoftGames,4,4.58
Dreamsite Games,1,7.55
Dreamsoft,1,0
Dreamverse Entertainment,2,7.5
Dreamwalk Studios,1,6.67
Dreamworlds,1,9.02
Dreamy Doe,1,10
Dreamz Studio,1,7.93
Dreel,1,5
Drew Wallace,1,5.56
Dribble Games,1,8.89
Drift Physics Crew,1,8.29
Drifter Entertainment,1,8.07
Drimway Studios,1,7.5
Drink7 Studios,1,10
DrinkBox Studios,3,9.39
"DrinkingNails, LLC",2,9.86
Driven Arts,1,4.37
Drix Studios,1,6.67
Drixxel Soft,1,8.75
Drizzly Bear,1,7.61
Droid Riot,12,5.67
Droid Riot;Coconut Tree Studio,1,4.33
Drool,1,9.22
Drop Dead Interactive,1,6
DropDGames,1,3.5
Dropout Games,1,10
Dropped Monocle Games,1,7.5
Droqen's Games,1,5.71
Drowning Monkeys Games,1,5.46
Druid Gameworks Studio LLC,1,7.04
Druid Technologies,1,10
"Druidic, LLC",1,0
Dry Cactus,1,8.88
Dry Eel Development,1,5
DryGin Studios,1,8.72
Drymir,1,6.67
DuCats Games Studio,2,8.6
Duaik Entretenimento,1,9.04
Dual Heights Software,1,9.26
Dual Wield Software,1,7.86
Dualgm,1,7.27
Dualhaze,1,4.12
Duang Network,1,4
"Duang! Games, LLC",1,8.91
Dubrovkin Sergei,1,7.86
Ducat,2,8.77
Duck INC,1,7.14
DuckbearLab,1,10
Duckman Army Games,1,10
Duckvalley Productions,1,8.57
Duct Tape Games,1,3.48
Ductape studio,1,5.93
Duion,1,5.2
Dumb Game Company,1,10
Dumbfounded,1,7.37
Dunfan Lu,1,5.71
Dungeon Brick Studios,1,10
Dungeonation,1,10
Duplicator Studio,2,5.15
DuplicatorStudio,1,5.77
Durven Studios,1,9.7
Duskroad Games,1,9.09
Dust Scratch Games,2,5.8
Dust Storm Entertainment,1,6.6
Dustin Gunn,2,8.74
Dwarf Cavern,1,8.89
Dwarfaparte,1,6.67
Dwarves Might Fly,1,8.06
DyingCat,1,8.5
Dylan Fitterer,2,8.2
Dylan Latham,1,4
Dylan Loney,1,8
Dylan Wentz,1,5.56
Dymchick1,4,8.24
Dynamic zero,1,7.27
Dynamoid,2,7.11
Dynasty Interactive Ltd,1,3.33
Dynow Studio,1,4
Dyrnwyn Games,2,0.69
DysTop,1,5
Dysotek,1,7.9
Dystopia Interactive,1,8.37
Dzsembori,1,10
E McNeill,3,7.94
E-Line Media,1,8.09
ECC GAMES SP. Z O.O.,2,7.67
EDEVOX,1,5.71
EDWON,1,7.5
EF Universe Games LLC,2,7.5
EGOD,1,5
EHTechnology,6,4.8
EHTechnology;Dagestan Technology,1,5.51
EJRGames,6,4.62
EL TECH,1,7.5
ELECTROSTALIN ENTERTAINMENT,3,3.05
ELF,1,8.33
ELIOT,1,7.5
ELYLAND  INVESTMENT COMPANY Ltd,1,8.52
ENC Games,1,5
ENIGMA CORPORATION,1,9.65
ENKSoft,1,6.67
EO Interactive,1,8.4
EQ Games,4,6.78
EQ Studios,1,8.57
EQG,1,8.9
EQGames,1,8.25
ERTYNEA,1,0
ESAT,5,6.63
ESTsoft Inc.,1,6.41
ETGgames,1,6.3
ETI,1,10
EVGA,1,7.51
EVIL GAMES,1,8.5
EVR,1,5.56
EVR Studio,1,7.31
EVXIO,1,8
EXOR Studios,1,9.32
EXPVR Inc.,1,5.56
EYEJAM STUDIOS,1,8.1
EZDesigner,1,10
Eager Amoeba,1,10
Early Melon,1,9.47
Earth and Life Marcoms,1,10
EarthWork Games,1,7.91
"Earthborn Interactive, LLC",1,5.62
Earthbound Games Ltd.,1,6.96
EastFog Studios,1,8.6
Eastasiasoft Limited,1,5.93
EasterEgg Workshop,1,6.43
Eastshade Studios,1,8.02
Easy Day Studios Pty Ltd,1,8.33
Easy Games,1,5
EasyGames,4,6.26
EasyVisual,2,10
EasyWays,1,8.04
Eat All The Games,2,8.75
Eat Create Sleep,2,7.21
Eathrabaria,2,3.97
Ebonscale Games,1,8.08
Echo607,1,9.65
Echoboom S.L.,1,6.67
Eclipse Games,2,7.14
EcoGames,3,2.97
EcoShooter,3,2.02
Ed Findlay,1,9.23
Edd Coast,1,6.57
Eddie O'Hagan (Katianie),1,5
Eden Industries,1,8.38
Eder Gabriel,1,10
Edgehill CGI,1,6.67
Edgy Games,1,10
Edgy Labs LLC,1,6
Edible Entertainment,1,9.12
Ediogames,1,7.75
Edmund McMillen,2,8.99
Edmund McMillen;James Id,1,7.58
Edmund McMillen;Tyler Glaiel,1,9.33
Edougame,3,4.32
"Edsenses Creative Co., Ltd",1,5
Eduardo Barreto,1,9.29
Education These Days Ltd,1,10
Educational Games,13,4.97
Edulus software,1,5.56
Edym Pixels,1,9.13
Eelooz AB,1,7.69
Eendhoorn Games,1,9.19
Eerie Bear Games,2,4.43
Effimera Studio,2,5.08
Efimov Max,1,8.13
EfimovMax,1,7.85
Eforb,5,6.54
Egamea Game Studios,1,6.07
EggBurn,1,10
EggNut,1,9.86
Eggcode,2,8.7
Eggon Srl,1,6.47
Eggys Games,1,10
Egidijus Bachur,1,6.43
Eglathia Games,1,6.25
Egor Rezenov,1,8.81
Egosoft,6,6.77
Ehnenu,1,6.15
EightyEight Games,1,7.59
EightyEightGames,2,8.54
Eitan Prince,1,5
Ejoy Games,1,6.95
Eko,1,5.68
Eko Software,2,5.5
Ekrcoaster,1,5.03
El Dokterino,3,7.86
ElMaHeGames,1,6.25
ElZzap Software,1,4.21
ElagoTech,1,9.05
Elastic Sea,1,8.42
Elden Pixels,1,8.56
"Elder Game, LLC",1,8.47
Eldritch Phantasmagoric Games,1,7.78
Elecorn,1,7.91
Electric Hat Games LLC.,1,8.98
Electric Monk Media,1,9.33
Electrical Eagle,3,6.67
Electrocosmos,1,8.82
Electronic Arts,10,8.7
Electronic Experience,1,4.73
Electroplasmatic Games,1,6.67
Electrovore,2,7.36
"Element Games, LLC",1,8.67
Element Studios,1,6.57
Eleon Game Studios,1,7.99
Elev8 Games,1,5.47
